,Romaneio,QtdPedidos,PesoPedidos,DataDespacho,Tipo,Faixa,CustoTransporte
61,62,2,13851,2017-10-06,7,13,2437.240002150538
62,63,66,22128,2017-10-07,8,14,13151.863800967752
63,64,76,28832,2017-10-10,4,6,17378.859139784978
64,65,9,12647,2017-10-10,1,2,2689.7419354838717
65,66,5,12781,2017-10-10,7,13,2824.4402253763437
66,67,64,12653,2017-10-11,7,13,11927.773454838709
67,68,25,30049,2017-10-11,4,6,6261.803225806454
68,69,103,29201,2017-10-13,4,6,12100.980645161297
69,70,13,12662,2017-10-13,1,2,2800.172043010753
70,71,12,23838,2017-10-13,8,14,5630.758574086021
71,72,3,24162,2017-10-13,2,3,3213.5741935483875
72,73,120,28845,2017-10-16,4,6,12378.048387096793
73,74,8,13637,2017-10-16,7,13,3339.5814374193546
74,75,99,24557,2017-10-17,3,4,8783.345161290323
75,76,14,21883,2017-10-17,6,11,5348.63597204301
76,77,89,29949,2017-10-18,4,6,11566.440860215049
77,78,11,22174,2017-10-18,6,11,5153.948735483871
78,79,84,24415,2017-10-19,3,4,10960.660215053778
79,80,16,29479,2017-10-19,4,6,5913.835483870967
80,81,94,28915,2017-10-20,4,6,12869.074193548397
81,82,10,12723,2017-10-20,1,2,2731.3333333333326
82,83,135,29326,2017-10-23,4,6,18049.974193548456
83,84,15,12960,2017-10-23,5,8,3282.054507526882
84,85,18,22965,2017-10-23,8,14,6280.8988875268815
85,86,46,12688,2017-10-24,7,13,11630.190153655918
86,87,18,21730,2017-10-24,6,11,5156.4592
87,88,17,12626,2017-10-25,5,8,6233.587021505378
88,89,42,12614,2017-10-25,7,13,8292.964080860216
89,90,40,22627,2017-10-25,8,14,9517.276446559139
90,91,11,13728,2017-10-25,5,8,3335.1586258064517
91,92,10,24460,2017-10-25,2,3,3355.182795698925
92,93,7,13576,2017-10-26,7,13,4934.939721182795
93,94,16,24310,2017-10-26,3,4,5254.451612903224
94,95,65,29309,2017-10-26,4,6,7345.52043010752
95,96,20,24358,2017-10-26,2,3,3488.25376344086
96,97,9,23567,2017-10-26,8,14,5018.360575591398
97,98,23,23170,2017-10-27,8,14,10182.624525591398
98,99,89,24647,2017-10-27,3,4,7203.730107526875
99,100,27,30359,2017-10-27,4,6,6373.233333333331
