,Romaneio,QtdPedidos,PesoPedidos,DataDespacho,Tipo,Faixa,CustoTransporte
81,82,51,25243,2017-10-20,3,4,6268.599999999998
82,83,68,29000,2017-10-23,4,6,14448.179569892485
83,84,23,12759,2017-10-23,5,9,4648.278987096774
84,85,30,12862,2017-10-23,5,9,4880.409470967743
85,86,28,12750,2017-10-23,7,13,5940.731491290323
86,87,3,12674,2017-10-24,1,2,5248.7741935483855
87,88,32,24494,2017-10-24,3,4,5467.667741935481
88,89,19,22760,2017-10-24,6,11,5467.555107526882
89,90,41,31533,2017-10-25,4,6,12793.283870967753
90,91,22,12772,2017-10-25,7,13,5399.805488172044
91,92,8,23523,2017-10-25,2,3,3214.698924731183
92,93,15,13677,2017-10-25,7,13,4296.607234623656
93,94,22,12889,2017-10-26,7,13,9895.509840107527
94,95,25,23755,2017-10-26,8,14,7323.411010430108
95,96,27,12845,2017-10-26,1,2,3338.3870967741927
96,97,18,25312,2017-10-26,3,4,5276.023655913978
97,98,30,21660,2017-10-27,8,14,13362.600353870963
98,99,19,12802,2017-10-27,7,13,4870.532471935486
99,100,46,28946,2017-10-27,4,6,6671.783870967739
100,101,46,28970,2017-10-28,4,6,13187.859139784958
