NotaFiscal	DataEmissao	Peso	ValorNFs	TranspRedespacho
776543	22/09/2017	159	3596.32	584
775864	20/09/2017	70	2246.87	584
775515	16/09/2017	149	4503.29	646
776804	23/09/2017	2292	39442.47	944
776805	23/09/2017	85	4439.43	944
776806	23/09/2017	71	1952.25	944
775859	19/09/2017	784	10506.6	1278
776252	21/09/2017	126	1548.1	1657
777759	26/09/2017	420	9019.36	8
777763	26/09/2017	503	11362.96	8
777746	26/09/2017	367	9807.98	8
777748	26/09/2017	172	5187.21	8
777752	26/09/2017	75	1586.37	8
777744	26/09/2017	564	10574.76	8
777757	26/09/2017	1877	40117.57	1112
777760	26/09/2017	64	2240.03	1303
777761	26/09/2017	1570	11427.36	1303
777751	26/09/2017	371	4597.1	1303
777747	26/09/2017	1990	34291.1	1498
777737	27/09/2017	185	1766.11	154
777740	27/09/2017	1188	16175.86	154
777726	27/09/2017	2916	62025.87	328
777722	27/09/2017	39	1635.24	593
777718	27/09/2017	607	11558.26	593
777719	27/09/2017	500	8703.09	593
777721	27/09/2017	1466	30963.78	593
777725	27/09/2017	2885	55264.48	615
777716	27/09/2017	2758	34099	618
777787	27/09/2017	1307	23177.07	1485
777911	27/09/2017	57	1500.25	859
777796	27/09/2017	308	2485.46	21
777778	27/09/2017	310	4765.97	21
777804	27/09/2017	92	2560.35	40
777745	27/09/2017	685	11758.96	59
777797	27/09/2017	862	24527.15	128
777807	27/09/2017	145	1795.58	195
777780	27/09/2017	33	1644.86	213
777774	27/09/2017	105	1586.27	213
777810	27/09/2017	559	5240.98	285
777755	27/09/2017	57	1249.07	345
777779	27/09/2017	203	2930.44	419
777839	27/09/2017	97	1344.22	430
777851	27/09/2017	37	2437.57	435
777852	27/09/2017	34	1456.08	435
777802	27/09/2017	169	2861.38	453
777853	27/09/2017	83	1226.56	478
777843	27/09/2017	111	6350.37	565
777844	27/09/2017	30	1276.22	679
777798	27/09/2017	489	4371.86	686
777782	27/09/2017	445	6797.16	686
777794	27/09/2017	179	3321.72	738
777786	27/09/2017	354	7419.77	738
777771	27/09/2017	216	3941.81	738
778157	27/09/2017	360	3211.18	767
777819	27/09/2017	51	1593.79	844
777838	27/09/2017	282	7355.63	897
777808	27/09/2017	265	3833.86	1229
777791	27/09/2017	137	2003.59	1262
777772	27/09/2017	519	6984.49	1262
777773	27/09/2017	330	6906.34	1262
777776	27/09/2017	288	5622.68	1328
777792	27/09/2017	380	9470.81	1328
777837	27/09/2017	287	3256.03	1364
777846	27/09/2017	469	9697.88	1389
777788	27/09/2017	960	13436.45	1413
777855	27/09/2017	93	1719.66	1453
777803	27/09/2017	212	7125.5	1479
777785	27/09/2017	41	1280.73	1485
777805	27/09/2017	552	5542.58	1534
777818	27/09/2017	324	4065.56	1634
775472	16/09/2017	951	15253.95	944
776269	22/09/2017	392	6725.16	1278
776270	22/09/2017	92	2975.87	1278
776544	22/09/2017	510	8264.64	1278
776545	22/09/2017	83	446.46	1278
776546	22/09/2017	104	1784.1	1278
777801	27/09/2017	104	2764.06	36
777824	27/09/2017	595	9211.5	37
777825	27/09/2017	59	2718.8	40
777793	27/09/2017	384	7101.63	213
777775	27/09/2017	310	5093.22	213
777826	27/09/2017	116	1727.04	247
777831	27/09/2017	144	2505.61	329
778240	27/09/2017	73	1450.95	337
777829	27/09/2017	42	1411.31	353
777834	27/09/2017	369	8994.6	378
777800	27/09/2017	93	1561.14	382
777816	27/09/2017	26	1221.3	453
777823	27/09/2017	178	3476.87	481
777790	27/09/2017	45	2307.79	502
777815	27/09/2017	220	6115.84	556
777840	27/09/2017	14	1502.35	679
777799	27/09/2017	66	1986.54	679
777820	27/09/2017	567	14247.29	684
777842	27/09/2017	505	7696.26	744
777827	27/09/2017	400	7769.13	750
777832	27/09/2017	126	3858.94	844
777854	27/09/2017	32	1535.45	890
777845	27/09/2017	143	3075.04	974
777781	27/09/2017	855	12142.6	1147
777841	27/09/2017	617	9850.93	1197
777848	27/09/2017	259	2936.44	1229
777850	27/09/2017	27	2940.5	1266
777828	27/09/2017	100	3357.48	1304
777789	27/09/2017	273	5370.62	1328
778241	27/09/2017	125	1951.55	1428
777817	27/09/2017	31	1923.24	1479
777822	27/09/2017	44	3624.32	1492
777806	27/09/2017	220	3191.77	1492
777795	27/09/2017	830	9129.54	1612
777835	27/09/2017	217	4132.19	1634
778159	27/09/2017	2870	23465.03	419
778131	27/09/2017	5069	87018.95	808
778134	27/09/2017	5090	81384.51	1380
777910	27/09/2017	37	623.95	995
778256	27/09/2017	1392	32394.56	179
778257	27/09/2017	2406	18360	179
778132	27/09/2017	1107	16621.49	179
778133	27/09/2017	960	15705.94	179
778130	27/09/2017	960	15705.94	179
778135	27/09/2017	6359	50291.06	1304
777714	26/09/2017	2374	42259.97	498
777809	27/09/2017	212	3440.17	11
777784	27/09/2017	601	10890.98	21
777812	27/09/2017	564	11250.19	51
777836	27/09/2017	598	9237.04	214
777821	27/09/2017	439	8673.78	282
777847	27/09/2017	434	7230.78	325
777783	27/09/2017	742	11350.19	337
777833	27/09/2017	334	4315.44	974
778149	27/09/2017	4089	32216.54	1354
777849	27/09/2017	288	7674.64	1492
777856	27/09/2017	41	1230.81	1636
778269	27/09/2017	11180	193772.82	173
778270	27/09/2017	7617	134772.24	173
778126	27/09/2017	4190	69667.86	173
778127	27/09/2017	642	14123.44	173
778124	27/09/2017	2777	61201.81	173
777830	27/09/2017	103	1320.15	1348
777872	28/09/2017	2008	26706.25	103
777874	28/09/2017	861	13517.81	148
777871	28/09/2017	334	5871.03	148
777734	28/09/2017	1394	22245.52	329
777869	28/09/2017	743	15276	329
777875	28/09/2017	1977	31026.71	492
777867	28/09/2017	921	12652.31	615
777868	28/09/2017	456	8220.78	615
777731	28/09/2017	340	7298.83	615
777873	28/09/2017	98	2080.62	615
777732	28/09/2017	825	15420.62	615
777870	28/09/2017	2692	48523.71	833
778259	28/09/2017	125	1800.52	178
778268	28/09/2017	191	2450.96	329
778260	28/09/2017	260	3740.03	329
778265	28/09/2017	156	3371.26	329
778267	28/09/2017	1117	19675.68	615
778261	28/09/2017	326	4728.25	615
778262	28/09/2017	121	1594.29	615
778263	28/09/2017	2776	43309.21	615
778266	28/09/2017	758	12669.37	615
778264	28/09/2017	7894	134762.75	666
778473	28/09/2017	89	2255.06	59
778486	28/09/2017	1414	26539.25	59
778488	28/09/2017	346	6137.93	59
778479	28/09/2017	290	3848.91	59
778485	28/09/2017	475	11916.68	238
778487	28/09/2017	129	10679.08	238
778477	28/09/2017	1531	19076.95	238
778474	28/09/2017	47	1714.41	305
778475	28/09/2017	2869	27375.59	305
778476	28/09/2017	1395	24402.02	325
778482	28/09/2017	118	3156.44	325
778483	28/09/2017	710	11341.11	325
778480	28/09/2017	777	16600.23	851
778478	28/09/2017	69	1224.47	851
778481	28/09/2017	1019	14302.68	851
778484	28/09/2017	474	9629.81	851
778153	28/09/2017	3290	27217.94	122
778152	28/09/2017	631	12198.9	128
778154	28/09/2017	597	11534.89	128
778151	28/09/2017	2040	28110.29	128
778155	28/09/2017	3699	36553.82	1490
778163	28/09/2017	2782	25178.21	1612
778150	28/09/2017	605	11594.31	337
778148	28/09/2017	2828	53963.76	337
778147	28/09/2017	4384	83320.4	735
778161	28/09/2017	3199	53960.24	1237
778139	28/09/2017	1711	30493.79	1381
778137	28/09/2017	3978	70911.13	1381
778258	28/09/2017	4180	50594.96	1510
778138	28/09/2017	128	4558.25	1510
778136	28/09/2017	700	9960.41	1510
778471	28/09/2017	419	5829.74	4
778466	28/09/2017	291	5737.96	4
778467	28/09/2017	405	8105.4	4
778581	28/09/2017	272	15713.96	4
778468	28/09/2017	2609	48202.24	4
778470	28/09/2017	4105	68033.28	1305
778472	28/09/2017	144	1614.16	1385
778465	28/09/2017	224	2250.76	1385
778469	28/09/2017	2670	49450.44	1385
778464	28/09/2017	71	1324.27	1385
778463	28/09/2017	4617	88705.22	464
778461	28/09/2017	2986	55101.1	468
778460	28/09/2017	2024	35628.29	809
778462	28/09/2017	2345	43576.24	809
778583	28/09/2017	111	7487.45	148
777764	28/09/2017	355	9757.54	178
778537	28/09/2017	120	6153.01	200
778538	28/09/2017	53	1220.41	329
778539	28/09/2017	208	2982.33	329
778540	28/09/2017	93	1208.86	615
778141	28/09/2017	58	1529.78	615
778529	28/09/2017	176	3259.12	615
778530	28/09/2017	86	1203.54	615
778532	28/09/2017	139	3802.06	615
778582	28/09/2017	80	1230.89	615
778144	28/09/2017	179	3625	615
778584	28/09/2017	508	9737.19	615
778128	28/09/2017	521	14968.02	666
777765	28/09/2017	176	5278.75	844
778541	28/09/2017	199	1557.94	957
778533	28/09/2017	485	7588.36	957
778531	28/09/2017	124	2260.57	1332
778271	28/09/2017	773	12942.87	139
778234	28/09/2017	174	3599.11	168
778236	28/09/2017	201	2725.58	172
778235	28/09/2017	70	1871.38	329
778237	28/09/2017	74	1975.26	344
778177	28/09/2017	581	7606.18	676
778224	28/09/2017	69	1856.79	684
778232	28/09/2017	80	2042.39	784
778570	28/09/2017	132	3735.17	844
778176	28/09/2017	1458	18300.72	870
778181	28/09/2017	176	2755.7	1192
778227	28/09/2017	94	6607.45	1313
778164	28/09/2017	1636	28997.96	1376
778569	28/09/2017	196	5001.9	1385
778226	28/09/2017	189	4222.03	1479
778304	28/09/2017	208	3375.62	1515
778228	28/09/2017	210	2116.42	1520
778162	28/09/2017	489	10757.13	1542
778123	28/09/2017	66	1677.72	1654
778212	28/09/2017	455	6407.72	110
778559	28/09/2017	336	3019.76	244
778167	28/09/2017	870	12781.07	305
778174	28/09/2017	1228	20840.51	397
778568	28/09/2017	64	1510.82	413
778168	28/09/2017	1714	16639.34	453
778551	28/09/2017	140	1394.08	498
778230	28/09/2017	25	1225.86	540
778208	28/09/2017	559	11005.35	593
778172	28/09/2017	470	9091.49	676
778166	28/09/2017	577	8010.76	676
778178	28/09/2017	113	1259.79	744
778165	28/09/2017	1014	13163.83	756
778160	28/09/2017	200	4453.82	767
778175	28/09/2017	103	1287.57	870
778555	28/09/2017	153	3897.22	906
778567	28/09/2017	280	4191.94	1192
778218	28/09/2017	392	7373.73	1305
778173	28/09/2017	1141	21747.86	1369
778233	28/09/2017	197	1965.9	1385
778225	28/09/2017	203	1586.7	1524
778119	28/09/2017	232	4065.86	1654
778739	28/09/2017	2411	22735.48	102
778491	28/09/2017	756	9732.3	129
778495	28/09/2017	1460	28105.35	523
778506	28/09/2017	1201	15393.92	1112
778733	28/09/2017	1763	23214.24	1264
778158	28/09/2017	1669	32915.55	1542
778120	28/09/2017	1267	24400.79	1654
778497	28/09/2017	923	15984.26	129
778505	28/09/2017	783	17134.52	199
778503	28/09/2017	288	4761.9	419
778507	28/09/2017	217	2282.97	579
778517	28/09/2017	248	3161.53	579
778525	28/09/2017	210	5399.24	615
778523	28/09/2017	683	8619.89	653
778508	28/09/2017	288	3049.47	686
778498	28/09/2017	416	7496.63	735
778170	28/09/2017	992	18188.48	756
778156	28/09/2017	2677	50504.24	767
778518	28/09/2017	330	6586.65	1274
778520	28/09/2017	253	3011.09	1306
778527	28/09/2017	481	8267.85	1348
778521	28/09/2017	567	12144.29	1394
778122	28/09/2017	777	18069.02	1515
778121	28/09/2017	214	3570.68	1654
778185	28/09/2017	93	1320.28	11
778179	28/09/2017	85	2541.95	66
778180	28/09/2017	136	2949.5	66
778206	28/09/2017	529	11540.03	82
778190	28/09/2017	213	3826.4	129
778194	28/09/2017	310	7598.55	129
778203	28/09/2017	190	4374.69	129
778200	28/09/2017	265	5534.74	227
778169	28/09/2017	51	1357.52	238
778216	28/09/2017	384	12025.84	382
778557	28/09/2017	109	2140.52	591
778214	28/09/2017	675	8320.63	728
778219	28/09/2017	284	2496.83	729
778204	28/09/2017	119	1436.17	729
777811	28/09/2017	137	12986.32	814
778217	28/09/2017	192	2008.21	851
778193	28/09/2017	152	1722.96	851
778198	28/09/2017	157	1954.95	851
778201	28/09/2017	642	12164.09	851
778188	28/09/2017	1136	23338.88	883
778187	28/09/2017	583	16965.09	1186
778202	28/09/2017	65	1364.47	1192
778205	28/09/2017	217	2635.6	1192
778209	28/09/2017	120	2487.09	1192
778210	28/09/2017	224	2724.58	1192
778183	28/09/2017	793	37054.66	1201
778191	28/09/2017	106	3198.61	1306
778213	28/09/2017	67	1236.29	1306
778189	28/09/2017	206	4476.79	1306
778195	28/09/2017	535	9063.84	1328
778182	28/09/2017	538	9151.04	1328
778186	28/09/2017	691	12007.75	1348
778199	28/09/2017	335	5697.76	1396
778211	28/09/2017	427	4230.72	1605
778493	28/09/2017	1517	21385.43	35
778510	28/09/2017	756	10812.86	89
778526	28/09/2017	895	25362.24	105
778489	28/09/2017	1092	16279.35	110
778511	28/09/2017	40	1441.22	199
778501	28/09/2017	1155	25808.19	312
778519	28/09/2017	186	4379.22	615
778524	28/09/2017	124	2605.56	686
778500	28/09/2017	19	1366.91	858
778496	28/09/2017	1526	29056.96	1240
778522	28/09/2017	121	1678.64	1306
778515	28/09/2017	276	7109.19	1306
778499	28/09/2017	1983	39125.63	1662
778490	29/09/2017	1656	29682.48	912
776813	21/09/2017	617	8621.49	307
778588	29/09/2017	2411	44206.1	1506
778589	29/09/2017	2091	17927.68	1506
778590	29/09/2017	436	14248.42	1506
777322	29/09/2017	472	8304.16	1506
778580	29/09/2017	1737	21322.4	1506
778613	29/09/2017	72	1396.8	1506
778847	29/09/2017	212	5220	1506
778239	29/09/2017	110	1461.17	329
778740	29/09/2017	2207	45251.29	492
778800	29/09/2017	99	2432.33	615
778798	29/09/2017	489	10526.38	615
778819	29/09/2017	139	2327.12	932
778820	29/09/2017	176	2672.44	1162
778562	29/09/2017	119	1319.15	37
778512	29/09/2017	671	15260.94	40
778560	29/09/2017	119	2561.46	65
778550	29/09/2017	226	4135.76	103
778492	29/09/2017	644	15510.61	110
778552	29/09/2017	115	1424.03	172
778513	29/09/2017	81	1751.92	199
778545	29/09/2017	91	1326.29	213
778546	29/09/2017	357	5710.85	243
778549	29/09/2017	269	4933.3	276
778778	29/09/2017	120	3917.6	305
778554	29/09/2017	83	2273.63	315
778542	29/09/2017	190	5856.48	315
778556	29/09/2017	33	1594	315
778565	29/09/2017	42	1385.85	371
778785	29/09/2017	263	2440.42	397
778528	29/09/2017	317	7603.2	419
778543	29/09/2017	202	5206.3	432
778553	29/09/2017	262	3849.18	591
778821	29/09/2017	130	1538.21	593
778548	29/09/2017	324	5241.13	743
778754	29/09/2017	304	5808.03	851
778564	29/09/2017	131	3547.03	893
778561	29/09/2017	225	4978.05	932
778504	29/09/2017	536	10621.78	1186
778566	29/09/2017	55	2544.81	1192
778544	29/09/2017	334	5242.29	1210
778558	29/09/2017	168	3123.11	1328
778790	29/09/2017	66	1374.28	1328
778563	29/09/2017	145	2451.59	1332
778514	29/09/2017	741	14711.06	1428
778502	29/09/2017	532	10285.04	1492
778547	29/09/2017	84	6459.89	1510
778730	29/09/2017	335	5034.24	1513
778804	29/09/2017	70	2016.33	809
778591	29/09/2017	98	2685.13	1192
778592	29/09/2017	124	3140.76	1338
778803	29/09/2017	125	1886.02	1428
778802	29/09/2017	55	1740.39	1588
778458	29/09/2017	685	15014.2	1654
778737	30/09/2017	948	16585.65	234
778738	30/09/2017	1392	22194.72	234
778732	30/09/2017	3145	62222.21	728
778735	30/09/2017	4731	82144.22	808
778736	30/09/2017	2330	55117.1	1240
778755	30/09/2017	53	2810.41	8
778757	30/09/2017	396	7445.3	8
778786	30/09/2017	245	3160.34	35
778775	30/09/2017	24	1134.86	328
778787	30/09/2017	28	1850.09	328
778779	30/09/2017	257	4979.18	481
778794	30/09/2017	26	2317.86	487
778783	30/09/2017	42	1851.66	487
778747	30/09/2017	378	3595.01	496
778760	30/09/2017	781	14742.96	541
778781	30/09/2017	298	4817.32	579
778789	30/09/2017	330	3463.53	676
778745	30/09/2017	885	19704.93	729
778759	30/09/2017	237	5072.5	729
778788	30/09/2017	493	5996.6	793
778741	30/09/2017	104	2808.82	851
778750	30/09/2017	144	2015.27	851
778756	30/09/2017	752	14345.14	851
778782	30/09/2017	210	3708.85	1192
778772	30/09/2017	76	3546.67	1254
778734	30/09/2017	1277	17488.02	1264
778751	30/09/2017	1921	48228.81	1317
778764	30/09/2017	108	1763.84	1328
778809	30/09/2017	377	7711.73	1406
778748	30/09/2017	1010	19567.64	1510
778729	30/09/2017	696	12153.25	1654
778742	30/09/2017	272	5618	8
778769	30/09/2017	150	2219.25	37
778791	30/09/2017	180	2955.91	82
778746	30/09/2017	793	12851.21	89
778773	30/09/2017	46	1582.84	145
778777	30/09/2017	572	14892.64	199
778795	30/09/2017	337	5222.82	206
778758	30/09/2017	719	14705.17	213
778767	30/09/2017	56	1415.18	238
778766	30/09/2017	410	9891.75	293
778768	30/09/2017	69	2999.16	305
778784	30/09/2017	61	1445.27	328
778796	30/09/2017	350	13260.34	413
778792	30/09/2017	143	2754.01	478
778771	30/09/2017	353	6998.45	579
778780	30/09/2017	48	4253.04	579
778793	30/09/2017	107	1275.46	679
778762	30/09/2017	128	1771.88	684
778753	30/09/2017	1926	41882.81	689
778774	30/09/2017	317	5438.29	801
778749	30/09/2017	1206	17095.9	809
778770	30/09/2017	163	3125.76	1192
778797	30/09/2017	279	6116.92	1348
778776	30/09/2017	231	2376.89	1479
778728	30/09/2017	1454	31110.56	1515
778991	02/10/2017	98	6363.18	337
778990	02/10/2017	1704	33896.08	337
778987	02/10/2017	1761	34957.41	337
778986	02/10/2017	2741	26124.12	593
778988	02/10/2017	3105	59372.83	814
778989	02/10/2017	67	1206.22	814
779020	02/10/2017	1100	11376.95	1214
779007	02/10/2017	1855	20683.96	1305
779118	02/10/2017	79	2251.67	1506
779119	02/10/2017	10	1270.76	1506
779120	02/10/2017	136	13220.67	1506
779121	02/10/2017	1646	49289.49	1506
779114	02/10/2017	165	3836.98	103
779111	02/10/2017	101	2814.13	178
778996	02/10/2017	312	5968.88	178
779116	02/10/2017	1034	15829.82	200
779117	02/10/2017	928	12803.14	200
779115	02/10/2017	2012	35813.13	492
779113	02/10/2017	255	3166.33	615
779112	02/10/2017	95	1570.53	1332
779064	02/10/2017	44	1419.75	227
778765	02/10/2017	87	1343.57	264
779077	02/10/2017	182	2984.04	344
778752	02/10/2017	120	2178.14	851
779049	02/10/2017	61	1429.2	1170
779055	02/10/2017	86	1369.79	1186
779024	02/10/2017	197	5177.26	1479
779023	02/10/2017	169	2186.16	1524
779017	02/10/2017	393	7136.94	1558
779078	02/10/2017	66	1254.5	1565
779044	02/10/2017	768	10077.53	129
779028	02/10/2017	840	12511.07	175
779057	02/10/2017	125	1795.56	183
779039	02/10/2017	23	3533.51	213
779030	02/10/2017	277	5984.32	234
779076	02/10/2017	61	1951.1	276
779060	02/10/2017	96	2394.46	328
779071	02/10/2017	246	4828.04	329
779012	02/10/2017	255	2731.72	371
779021	02/10/2017	405	6563.02	371
779027	02/10/2017	599	8548.22	379
779033	02/10/2017	89	1816.76	432
779035	02/10/2017	283	4683.82	432
779040	02/10/2017	181	3239.95	432
779041	02/10/2017	241	3697.63	432
779062	02/10/2017	207	3288.14	498
778763	02/10/2017	268	4910.31	556
779073	02/10/2017	18	3009.51	565
779031	02/10/2017	417	5644.58	676
779050	02/10/2017	336	5342.06	736
779051	02/10/2017	856	10334.52	966
779045	02/10/2017	151	1662.45	1170
779052	02/10/2017	118	2308.46	1192
779074	02/10/2017	36	3676.38	1192
779026	02/10/2017	447	9694.52	1303
779013	02/10/2017	497	11349.54	1306
779001	02/10/2017	103	2693.17	1306
779025	02/10/2017	174	2481.8	1328
779029	02/10/2017	159	2404.1	1328
779043	02/10/2017	429	6183.3	1380
779034	02/10/2017	568	10700.04	1479
779036	02/10/2017	862	15740.1	1485
779038	02/10/2017	542	15752.77	1510
778985	02/10/2017	146	3248.46	1515
779093	02/10/2017	174	2427.33	1639
779094	02/10/2017	133	2702.64	1639
779066	02/10/2017	257	3372.27	21
779048	02/10/2017	462	9011.65	35
779006	02/10/2017	1426	21397.9	89
779042	02/10/2017	551	5199.67	234
779053	02/10/2017	35	1216	243
779054	02/10/2017	158	1398.76	285
779067	02/10/2017	32	1620.28	288
779000	02/10/2017	264	4351.59	371
779003	02/10/2017	1776	25205.73	393
779069	02/10/2017	242	2807.68	397
779065	02/10/2017	184	1713.87	413
779058	02/10/2017	251	5175.9	481
779063	02/10/2017	274	3454.69	530
779047	02/10/2017	556	9001.95	556
779018	02/10/2017	97	2043.34	579
779009	02/10/2017	1830	33233.36	579
779010	02/10/2017	43	1204.1	579
779072	02/10/2017	52	1606.65	605
779075	02/10/2017	165	2221.43	729
779068	02/10/2017	107	1244.33	767
779046	02/10/2017	560	10845.55	851
779004	02/10/2017	1378	27738.87	1112
779014	02/10/2017	21	2465.04	1112
779022	02/10/2017	656	13413.98	1266
779019	02/10/2017	521	7627.81	1306
779059	02/10/2017	83	2432.15	1381
779037	02/10/2017	525	10282.85	1524
779061	02/10/2017	243	4659.84	1542
779056	02/10/2017	133	2634.16	1577
779070	02/10/2017	203	5094.99	1647
779477	03/10/2017	1859	37255.23	21
779478	03/10/2017	287	6502.78	148
779349	03/10/2017	2467	51151.51	178
779471	03/10/2017	1587	33499.24	178
779360	03/10/2017	581	15782.12	178
779365	03/10/2017	2124	37557.2	329
779466	03/10/2017	98	1678.96	615
779361	03/10/2017	150	2782.88	615
779467	03/10/2017	188	4840.09	615
779468	03/10/2017	103	1499.56	615
779469	03/10/2017	153	2159.86	615
779470	03/10/2017	401	5212.4	615
779472	03/10/2017	87	1308.78	615
779473	03/10/2017	422	6966.32	615
779474	03/10/2017	117	2408.9	615
779475	03/10/2017	830	16478.71	615
779476	03/10/2017	912	16903.09	615
779479	03/10/2017	470	6779.16	932
779366	03/10/2017	366	6706.95	21
779363	03/10/2017	1839	29224.88	21
779345	03/10/2017	1693	17364.26	337
779341	03/10/2017	601	9171.54	337
779339	03/10/2017	101	1621.79	337
779340	03/10/2017	2489	43829.01	541
779342	03/10/2017	2457	43365.13	541
779343	03/10/2017	92	1228.36	1306
779344	03/10/2017	97	1237.01	1306
779346	03/10/2017	1695	31516.31	1306
779347	03/10/2017	1091	8590.37	1306
779383	03/10/2017	42	1265	148
779381	03/10/2017	164	2947.76	676
779388	03/10/2017	120	1437.06	957
779382	03/10/2017	196	1931.93	957
779384	03/10/2017	99	2750.64	957
779451	03/10/2017	549	7471.03	276
779370	03/10/2017	1314	26467.85	328
779378	03/10/2017	1473	30527.31	498
779411	03/10/2017	341	3438.19	609
779447	03/10/2017	157	2847.3	897
779416	03/10/2017	73	1636.88	1186
779393	03/10/2017	147	2300.12	1210
779458	03/10/2017	74	1527.19	1237
779459	03/10/2017	105	1297.18	1237
779452	03/10/2017	1110	12134.14	1269
779379	03/10/2017	1808	29241.16	1285
779460	03/10/2017	103	2202.03	1406
779420	03/10/2017	639	13638.41	1605
779335	03/10/2017	112	1744.55	1654
779334	03/10/2017	389	5751.89	1654
779439	03/10/2017	151	3537.93	37
779391	03/10/2017	124	1652.97	66
779404	03/10/2017	465	9306.02	129
779430	03/10/2017	50	1434.54	165
779403	03/10/2017	7	1354.7	179
779436	03/10/2017	99	1870.09	199
779424	03/10/2017	628	11883.89	206
779450	03/10/2017	591	13569.77	276
779418	03/10/2017	581	13060.98	282
779374	03/10/2017	73	1792.8	288
779369	03/10/2017	52	1672.19	328
779372	03/10/2017	52	1672.19	328
779438	03/10/2017	167	3449.58	377
779442	03/10/2017	101	2091.96	432
779407	03/10/2017	234	2754.03	467
779375	03/10/2017	21	1349.08	502
779435	03/10/2017	51	2139.18	523
779431	03/10/2017	41	4273.58	676
779440	03/10/2017	109	1623.15	686
779390	03/10/2017	528	8040.22	728
779414	03/10/2017	211	2203.16	814
779433	03/10/2017	53	1338.27	851
779376	03/10/2017	711	16582.34	1112
779380	03/10/2017	702	16083.49	1112
779367	03/10/2017	76	2122.73	1112
779373	03/10/2017	2002	32350.42	1170
779399	03/10/2017	753	14046.26	1186
779408	03/10/2017	45	1424.92	1192
779434	03/10/2017	157	2449.32	1197
779368	03/10/2017	1458	22249.65	1479
779400	03/10/2017	94	2287.65	1492
779397	03/10/2017	226	3415	1492
779441	03/10/2017	96	1355.52	1522
779432	03/10/2017	26	1197.92	1634
779406	03/10/2017	952	15277.22	1637
779921	04/10/2017	267	4167.24	1506
779482	04/10/2017	77	1250.62	1506
779483	04/10/2017	973	8207.36	1506
779839	04/10/2017	633	4896.32	59
779840	04/10/2017	285	2754.57	59
779841	04/10/2017	683	5655.46	59
779842	04/10/2017	788	7353.11	59
779843	04/10/2017	720	5693.99	59
779844	04/10/2017	756	6338.45	59
779845	04/10/2017	85	815.04	59
779689	04/10/2017	739	16991.71	59
779690	04/10/2017	85	1612.98	59
779691	04/10/2017	5447	94069.6	1282
779703	04/10/2017	2148	35579.86	1524
779693	04/10/2017	2220	44185.61	66
779695	04/10/2017	833	12634.28	128
779699	04/10/2017	1026	14371.83	128
779694	04/10/2017	292	9327.19	128
779696	04/10/2017	1387	21709.61	329
779697	04/10/2017	858	14333.11	329
779846	04/10/2017	306	2723.56	744
779700	04/10/2017	1836	33255.48	744
779701	04/10/2017	397	6911.48	744
779702	04/10/2017	2157	34173.12	1285
779362	03/10/2017	2230	28103.79	642
779449	03/10/2017	546	5335.6	662
779455	03/10/2017	806	8259.59	845
779453	03/10/2017	19	1372.97	1278
779959	04/10/2017	75	1687.57	305
779741	04/10/2017	188	3876.97	40
779437	04/10/2017	190	4409.25	154
779740	04/10/2017	462	11832	173
779426	04/10/2017	820	12762.12	246
779725	04/10/2017	60	1577.67	579
779421	04/10/2017	325	4010.37	615
779398	04/10/2017	639	15601.96	710
779722	04/10/2017	124	3209.2	710
779729	04/10/2017	544	5507.51	767
779423	04/10/2017	719	13349.25	838
779422	04/10/2017	311	5994.32	844
779428	04/10/2017	234	3536.39	870
779427	04/10/2017	547	10359.81	974
779417	04/10/2017	418	7492.03	1192
779392	04/10/2017	150	3656.01	1210
779415	04/10/2017	654	9700.65	1303
779405	04/10/2017	791	15110.98	1333
779429	04/10/2017	332	4735.46	1511
779709	04/10/2017	645	13332.75	37
779713	04/10/2017	340	8194.47	37
779708	04/10/2017	359	5849.67	37
779720	04/10/2017	872	17196.6	102
780143	04/10/2017	344	5238.25	154
779712	04/10/2017	151	2604.25	164
779728	04/10/2017	864	13518.92	579
779710	04/10/2017	1123	19252.54	684
779730	04/10/2017	467	7544.76	684
779726	04/10/2017	56	1274.81	710
779711	04/10/2017	311	4060.67	710
779719	04/10/2017	18	1295.38	767
780101	04/10/2017	54	1549	1112
779716	04/10/2017	1693	18676.69	1186
780043	04/10/2017	300	2060.14	1192
779718	04/10/2017	967	20941.61	1381
779724	04/10/2017	457	9022.66	1479
779723	04/10/2017	19	1617.1	1479
779714	04/10/2017	86	2047.33	1479
779682	04/10/2017	492	11964.67	1618
779683	04/10/2017	19	3293.45	1618
780146	05/10/2017	473	7597.98	98
780145	05/10/2017	82	1249.19	148
780150	05/10/2017	1636	34548.51	148
780151	05/10/2017	640	15549.29	148
780148	05/10/2017	106	1407.42	833
780152	05/10/2017	498	9069.84	1202
780035	05/10/2017	8982	128755.88	1342
779705	05/10/2017	736	18244.04	103
779854	05/10/2017	668	20786.09	356
779853	05/10/2017	678	9376.41	419
779686	05/10/2017	3924	70240.35	419
779685	05/10/2017	1750	35915.26	419
779704	05/10/2017	1812	37697.01	710
779687	05/10/2017	2315	33219.82	1354
780109	05/10/2017	177	2244.92	71
780108	05/10/2017	96	1485.59	102
780057	05/10/2017	788	14144.7	128
779736	05/10/2017	215	4647.97	165
780100	05/10/2017	146	2155.56	168
779731	05/10/2017	41	1333.05	199
780107	05/10/2017	74	1262.7	305
779746	05/10/2017	281	6255.13	328
