,Romaneio,QtdPedidos,PesoPedidos,DataDespacho,Tipo,Faixa,CustoTransporte
69,70,2,13917,2017-10-13,1,2,3752.7526881720432
70,71,10,29875,2017-10-13,4,6,5826.209677419355
71,72,21,28956,2017-10-14,4,6,10717.924731182795
72,73,57,12619,2017-10-14,7,13,10289.226411397849
73,74,12,22184,2017-10-16,8,14,5972.617551290324
74,75,24,12871,2017-10-16,7,13,5567.095172365593
75,76,9,25291,2017-10-17,3,4,10631.05268817204
76,77,9,12983,2017-10-17,7,13,3433.325723333334
77,78,19,12727,2017-10-17,5,8,3335.7525247311823
78,79,73,12617,2017-10-17,1,2,4630.559139784944
79,80,2,13556,2017-10-18,1,2,3150.6236559139784
80,81,4,13957,2017-10-18,5,7,2696.849920430108
81,82,15,21903,2017-10-18,6,11,5264.169156989248
82,83,23,12651,2017-10-18,1,2,3066.8602150537636
83,84,5,23705,2017-10-19,6,12,4326.269913978495
84,85,11,23814,2017-10-19,2,3,3285.0838709677423
85,86,26,21635,2017-10-19,8,14,7273.688075483873
86,87,7,24400,2017-10-20,3,4,8588.021505376346
87,88,10,12723,2017-10-20,1,2,2731.3333333333326
88,89,18,13048,2017-10-20,1,2,3009.2903225806444
89,90,18,29540,2017-10-23,4,6,14595.027956989245
90,91,13,13242,2017-10-23,1,2,2912.430107526882
91,92,20,12943,2017-10-23,1,2,3042.731182795699
92,93,4,29530,2017-10-24,4,6,13744.70537634411
93,94,10,22638,2017-10-24,8,14,5110.239157419355
94,95,20,23192,2017-10-24,2,3,3335.2946236559137
95,96,10,29291,2017-10-25,4,6,9031.489247311829
96,97,5,22551,2017-10-26,6,12,3772.696397849463
97,98,11,13166,2017-10-26,5,8,3228.733451612903
98,99,44,12680,2017-10-26,7,13,8513.190992795699
99,100,3,13809,2017-10-27,7,13,8186.030260322583
100,101,4,13814,2017-10-27,1,1,1930.1548387096777
101,102,9,25991,2017-10-28,3,4,9958.883870967742
102,103,19,22646,2017-10-28,2,3,3249.0236559139785
103,104,53,22544,2017-10-28,2,3,4602.739784946237
