,Romaneio,QtdPedidos,PesoPedidos,DataDespacho,Tipo,Faixa,CustoTransporte
79,80,41,29970,2017-10-19,4,6,6867.716129032258
80,81,16,12816,2017-10-20,7,13,4715.916383225807
81,82,29,22953,2017-10-20,6,12,2450.276397849463
82,83,59,21894,2017-10-20,6,12,3635.8451075268817
83,84,5,13931,2017-10-21,1,2,4652.8387096774195
84,85,59,29867,2017-10-23,4,6,7948.6290322580635
85,86,37,13006,2017-10-23,5,9,5029.980606451613
86,87,47,23090,2017-10-23,6,12,3136.4157096774197
87,88,17,13495,2017-10-24,1,2,6288.1505376344085
88,89,4,12789,2017-10-24,5,7,2507.74519139785
89,90,22,24703,2017-10-24,3,4,5241.430107526881
90,91,2,12643,2017-10-24,5,7,2364.859260215054
91,92,20,13113,2017-10-24,1,2,3089.8279569892475
92,93,20,21683,2017-10-25,8,14,9702.919016666667
93,94,18,12784,2017-10-25,5,8,3311.5219462365603
94,95,31,24582,2017-10-25,3,4,5534.388172043009
95,96,26,22345,2017-10-25,8,14,7339.754979784948
96,97,21,12763,2017-10-26,5,9,7571.7899827957
97,98,23,29361,2017-10-26,4,6,6138.563440860215
98,99,17,13143,2017-10-26,7,13,4525.310463870968
99,100,39,29230,2017-10-26,4,6,6585.837634408602
100,101,18,12623,2017-10-27,7,13,8311.343536559141
101,102,33,23248,2017-10-27,2,3,3932.008602150538
102,103,18,12931,2017-10-27,7,13,4726.827043225808
103,104,38,21668,2017-10-27,6,12,2649.1354301075266
