pedidoNF, pedidoDestino, pedidoValor, pedidoPeso, veiculoRomaneio, veiculoTipo
772557,808,1660.55,112,1,8
768980,1506,2124.0,11,1,8
772598,419,15032.04,708,1,8
772561,8,1524.65,134,1,8
768934,1506,3398.4,18,1,8
772582,1306,2110.92,234,1,8
772549,1638,23562.92,3361,1,8
772602,728,7217.67,355,1,8
772624,891,3857.4,180,1,8
772559,932,49254.58,2790,1,8
768989,1506,1699.2,9,1,8
768976,1506,2124.0,11,1,8
772560,8,15379.1,923,1,8
772550,1638,84414.2,12472,1,8
771995,745,10326.52,622,1,8
772648,615,12130.73,748,2,4
768928,1506,3398.4,18,2,4
772644,932,2601.78,257,2,4
768926,1506,3398.4,18,2,4
772599,686,3123.62,211,2,4
772547,1638,36616.69,4880,2,4
772584,129,2253.64,142,2,4
772620,470,2032.88,49,2,4
768981,1506,2124.0,11,2,4
772634,897,1452.6,155,2,4
772646,1637,2155.55,86,2,4
772562,932,9301.41,627,2,4
772579,129,1510.44,132,2,4
772647,178,7491.86,480,2,4
772606,183,2237.19,85,2,4
772623,419,1801.95,57,2,4
772556,808,10967.76,731,2,4
768985,1506,2124.0,11,2,4
772564,21,21243.3,2393,2,4
772552,110,55345.86,3038,2,4
772614,213,1254.3,50,2,4
772592,1558,25557.67,1419,2,4
772615,82,2441.89,156,2,4
768931,1506,3398.4,18,2,4
772568,312,6436.15,258,2,4
772572,164,1246.0,61,2,4
768991,1506,1699.2,9,2,4
768927,1506,3398.4,18,2,4
772861,183,3158.71,46,2,4
768986,1506,2124.0,11,2,4
768970,1506,2124.0,11,2,4
772601,227,1372.53,73,2,4
768925,1506,3398.4,18,2,4
772571,312,10836.37,377,2,4
768982,1506,2124.0,11,2,4
772553,110,61153.34,4078,2,4
772555,8,63460.75,4071,2,4
771994,745,2144.0,281,2,4
772675,1628,272.58,29,2,4
772676,1628,160.0,20,2,4
772633,897,2490.34,188,2,4
772577,498,7314.51,746,2,4
772626,932,1192.06,65,2,4
772570,1306,10101.74,773,2,4
772613,1634,2288.34,90,2,4
772551,1305,60318.45,3583,2,4
768984,1506,2124.0,11,3,4
772605,89,2814.38,164,3,4
772199,745,3859.2,505,3,4
772617,234,4023.4,314,3,4
772587,164,3873.6,254,3,4
772563,710,41296.19,2409,3,4
772616,870,3027.91,244,3,4
772603,1465,2208.83,74,3,4
772608,307,1249.83,84,3,4
772576,1485,13507.26,470,3,4
772635,808,36578.03,2140,3,4
772583,1306,8476.13,420,3,4
768983,1506,2124.0,11,3,4
772565,957,1415.83,53,3,4
772591,676,11874.04,533,3,4
772862,183,32745.13,3662,3,4
772645,957,33225.67,2032,3,4
772607,1152,1247.4,113,3,4
772575,684,13717.4,851,3,4
768932,1506,3398.4,18,3,4
772612,154,2707.48,127,3,4
772581,1303,7926.18,500,3,4
772580,129,6811.28,330,3,4
772594,615,1253.81,50,3,4
772567,957,1518.83,59,3,4
768967,1506,2124.0,11,3,4
768977,1506,2124.0,11,3,4
768969,1506,2124.0,11,3,4
768978,1506,2124.0,11,3,4
772569,282,22746.73,1343,3,4
768993,1506,1699.2,9,3,4
772574,1306,3187.6,226,3,4
768930,1506,3398.4,18,3,4
768929,1506,3398.4,18,3,4
768979,1506,2124.0,11,3,4
772589,1380,12773.68,975,3,4
768960,1506,2124.0,11,3,4
772590,1237,10433.4,1399,3,4
772554,1305,10550.62,581,3,4
772548,1638,11700.52,1431,3,4
768987,1506,2124.0,11,3,4
772632,897,2728.49,273,3,4
771996,745,5416.8,806,3,4
772578,37,9311.72,605,3,4
768992,1506,1699.2,9,3,4
772886,1237,19462.2,670,3,4
772883,137,12212.01,644,3,4
772955,1354,1454.78,147,3,4
772661,1506,99.57,3,3,4
772880,305,10511.03,693,3,4
772950,36,269.12,28,3,4
772877,529,38828.24,1974,3,4
772618,1148,6442.92,370,3,4
772929,1381,3412.29,122,3,4
772960,478,1511.11,81,3,4
772872,1492,18621.58,1157,3,4
772918,1510,6798.53,371,3,4
772604,168,6826.73,401,3,4
772961,305,2108.61,222,3,4
772876,129,8467.35,350,3,4
772619,1152,3748.21,116,3,4
772660,1506,159.83,6,3,4
772879,767,17862.65,900,3,4
772971,708,197917.73,11466,3,4
772973,708,5593.16,93,3,4
772610,453,8020.33,385,3,4
772622,227,5708.49,171,3,4
772888,767,7921.17,483,3,4
772625,673,8419.83,368,3,4
772658,1506,28059.46,1589,3,4
772659,1506,424.17,3,3,4
772609,1385,10092.28,381,3,4
772621,7,9728.51,339,3,4
772972,708,68652.4,3537,3,4
772882,129,1236.76,45,3,4
772941,1536,2724.94,118,3,4
772870,1262,11441.01,622,3,4
772600,154,4126.53,139,3,4
772949,1620,6014.99,255,3,4
772611,1139,5020.16,184,3,4
772974,708,1847.98,52,3,4
772871,729,15410.52,1611,3,4
772881,129,14835.48,1082,4,4
772954,584,1256.23,45,4,4
772981,584,1230.33,56,4,4
772893,1210,2898.1,57,4,4
772855,1491,2162.82,51,4,4
772927,891,2416.55,113,4,4
772962,36,1832.15,27,4,4
772942,1642,1894.64,33,4,4
773004,329,1260.32,29,4,4
772998,432,2972.02,101,4,4
772896,21,1229.08,89,4,4
772932,530,2948.42,70,4,4
772928,8,2329.94,85,4,4
773535,897,11433.06,730,4,4
772959,593,1645.47,76,4,4
772992,617,8330.3,750,4,4
772909,1306,2837.61,71,4,4
773536,1237,5784.34,535,4,4
772890,8,1413.64,42,4,4
772939,481,1228.01,31,4,4
772899,753,3313.79,87,4,4
773386,1381,3765.79,187,4,4
772946,487,2141.39,83,4,4
772947,328,2385.88,74,4,4
772956,1306,1582.02,17,4,4
772975,584,29036.58,1791,4,4
772866,148,6226.46,213,4,4
773003,615,19029.98,1039,4,4
772931,679,1348.35,38,4,4
772940,8,2414.73,49,4,4
772979,584,1225.96,85,4,4
772953,1306,1772.45,68,4,4
772937,615,1354.63,77,4,4
772988,98,15878.43,1045,4,4
772990,617,1398.23,63,4,4
773001,615,10345.2,590,4,4
772978,584,7212.85,372,4,4
772991,617,2821.13,244,4,4
772885,325,19625.21,1034,4,4
772863,584,1332.55,53,4,4
772957,1247,1584.21,102,4,4
773002,615,7856.71,300,4,4
772894,397,2596.06,182,4,4
772889,1625,2070.19,106,4,4
772897,264,1666.83,136,4,4
772985,98,3935.77,198,4,4
773336,1237,70265.92,4070,4,4
772999,1429,10556.39,386,4,4
772924,851,2614.31,92,4,4
772948,8,1105.23,15,4,4
772977,584,1437.28,37,4,4
772983,886,2676.43,234,4,4
772933,1210,2037.15,127,4,4
772671,1628,848.69,198,4,4
772976,584,1470.63,66,4,4
773369,337,5193.07,332,4,4
772944,615,4635.0,190,4,4
772920,808,11592.72,502,4,4
772919,432,2446.33,95,4,4
772875,40,2254.24,71,4,4
772984,886,1536.46,27,4,4
772891,1192,1612.13,131,4,4
772943,710,2720.99,101,4,4
772930,530,1288.99,48,4,4
773000,1313,5446.75,78,4,4
773005,615,3004.63,90,4,4
772892,1192,6260.7,260,4,4
772922,382,5932.54,173,4,4
772907,1210,2321.1,73,4,4
772995,1278,3823.98,40,4,4
773329,329,13833.99,946,4,4
772916,738,2505.9,70,4,4
773372,1381,3502.39,98,4,4
772938,1306,2082.28,72,4,4
773354,1364,39550.44,2171,4,4
772911,1369,2184.55,261,4,4
772913,974,1818.64,78,4,4
772952,432,2362.32,61,4,4
773333,329,1581.43,51,4,4
773332,329,12756.12,811,4,4
772903,432,1596.8,37,4,4
773362,371,32288.41,2224,4,4
772887,40,2406.59,74,4,4
773537,808,3367.89,296,4,4
772989,98,1845.11,126,4,4
772898,11,1348.32,95,4,4
772874,71,1793.72,8,4,4
772945,177,4052.57,189,4,4
773359,1306,1446.0,153,4,4
773361,1492,5351.16,157,4,4
773328,1237,2530.69,69,4,4
772878,40,14567.76,578,4,4
773598,1220,15382.97,1121,4,4
773393,1303,1527.65,113,4,4
772912,238,2099.34,33,4,4
773549,1192,1573.09,75,4,4
772902,1210,1791.14,135,4,4
772980,584,16836.73,922,4,4
772926,1306,2182.19,67,4,4
772925,1542,2334.34,68,4,4
773481,615,2333.61,94,4,4
773484,282,6932.29,327,4,4
772921,140,1253.02,38,4,4
773540,179,3128.0,141,4,4
773356,371,1725.73,44,4,4
773587,1278,2496.0,226,4,4
772904,679,2440.07,32,4,4
772935,128,4856.57,172,4,4
773335,329,2630.94,137,4,4
773330,1237,2540.59,112,4,4
773538,897,5053.09,189,4,4
772657,1628,2194.14,221,4,4
772910,728,1344.69,58,4,4
773487,356,2057.04,169,4,4
773341,1492,3493.51,114,4,4
772923,1369,1932.31,67,4,4
773338,30,58797.3,2931,4,4
773331,1237,1894.69,66,4,4
772906,481,6205.28,232,4,4
773345,1492,9231.26,462,4,4
772936,227,1419.3,65,4,4
773464,708,3998.36,141,4,4
773430,173,15112.95,282,4,4
772982,886,18465.55,1284,4,4
773541,179,1223.93,112,4,4
772901,844,5245.57,303,4,4
773420,179,1502.59,87,4,4
