,Romaneio,QtdPedidos,PesoPedidos,DataDespacho,Tipo,Faixa,CustoTransporte
64,65,103,29201,2017-10-13,4,6,12100.980645161297
65,66,20,23878,2017-10-13,2,3,3425.286021505377
66,67,120,28845,2017-10-16,4,6,19435.71720430114
67,68,96,21761,2017-10-17,8,14,21320.811289139798
68,69,11,13205,2017-10-17,1,2,2851.505376344086
69,70,10,23120,2017-10-17,8,14,5119.063954516129
70,71,66,12719,2017-10-18,5,9,7266.101939784944
71,72,27,23402,2017-10-18,2,3,3453.7333333333336
72,73,6,12897,2017-10-18,7,13,2914.968405806452
73,74,4,22926,2017-10-18,6,10,4407.131206451613
74,75,70,13083,2017-10-19,1,2,4745.913978494621
75,76,25,29127,2017-10-19,4,6,6090.2913978494635
76,77,3,13832,2017-10-20,1,2,5153.634408602151
77,78,75,21672,2017-10-20,8,14,14387.737875161294
78,79,19,13088,2017-10-20,1,2,3043.9139784946224
79,80,15,24642,2017-10-20,2,3,3452.283870967742
80,81,124,22652,2017-10-23,2,3,12475.673118279625
81,82,29,22928,2017-10-23,2,3,3432.4688172043016
82,83,11,13711,2017-10-23,1,2,2949.4408602150543
83,84,42,12721,2017-10-24,7,13,11264.297375376347
84,85,22,23572,2017-10-24,2,3,3414.43440860215
85,86,7,13249,2017-10-24,7,13,3158.9316460215055
86,87,39,22629,2017-10-25,2,3,7701.574193548403
87,88,56,21870,2017-10-25,6,12,3453.992139784946
88,89,13,13577,2017-10-25,1,2,2977.2688172043013
89,90,9,13312,2017-10-25,5,8,3176.3668967741933
90,91,61,24391,2017-10-26,3,4,11441.97849462368
91,92,27,24513,2017-10-26,3,4,5285.7516129032265
92,93,20,22398,2017-10-26,8,14,6474.989307956991
93,94,6,13187,2017-10-26,7,13,2969.8023350537637
94,95,13,13380,2017-10-27,1,2,5296.731182795699
95,96,37,21652,2017-10-27,6,12,2559.0572688172037
96,97,36,22090,2017-10-27,8,14,8783.444268817206
97,98,37,29602,2017-10-27,4,6,6501.232258064512
98,99,63,21972,2017-10-28,6,12,4741.269709677418
