,NotaFiscal,DataEmissao,DataEmbarque,DataDespacho,Romaneio,TranspRedespacho,Tipo,Faixa,ValorNF,CustoTransporte
0,772550,2017-09-01,2017-09-01,2017-09-01,1,1638,5,7,84414.2,2285.755311827957
1,772548,2017-09-01,2017-09-01,2017-09-01,1,1638,5,7,11700.52,283.07542365591405
2,772547,2017-09-01,2017-09-01,2017-09-01,2,1638,7,13,36616.69,877.7923222580645
3,772553,2017-09-01,2017-09-01,2017-09-01,2,110,7,13,61153.34,794.6357787096774
4,772555,2017-09-01,2017-09-01,2017-09-01,2,8,7,13,63460.75,796.4533844086022
5,772862,2017-09-01,2017-09-01,2017-09-01,3,183,8,14,32745.13,701.5204267741937
6,772551,2017-09-01,2017-09-01,2017-09-01,3,1305,8,14,60318.45,723.8955360215054
7,772549,2017-09-01,2017-09-01,2017-09-01,3,1638,8,14,23562.92,647.9646232258065
8,772552,2017-09-01,2017-09-01,2017-09-01,3,110,8,14,55345.86,641.084754623656
9,772559,2017-09-01,2017-09-01,2017-09-01,3,932,8,14,49254.58,598.7501886021505
10,772563,2017-09-01,2017-09-01,2017-09-01,3,710,8,14,41296.19,535.4125749462365
11,772564,2017-09-01,2017-09-01,2017-09-01,3,21,8,14,21243.3,508.7934720430108
12,772635,2017-09-01,2017-09-01,2017-09-01,3,808,8,14,36578.03,491.7883590322581
13,772645,2017-09-01,2017-09-01,2017-09-01,4,957,6,12,33225.67,141.03878494623655
14,772592,2017-09-01,2017-09-01,2017-09-01,4,1558,6,12,25557.67,113.81039784946236
15,772590,2017-09-01,2017-09-01,2017-09-01,4,1237,6,12,10433.4,96.9283870967742
16,772569,2017-09-01,2017-09-01,2017-09-01,4,282,6,12,22746.73,108.43433333333334
17,772589,2017-09-01,2017-09-01,2017-09-01,4,1380,6,12,12773.68,86.31449462365592
18,772560,2017-09-01,2017-09-01,2017-09-01,4,8,6,12,15379.1,87.50569892473119
19,772575,2017-09-01,2017-09-01,2017-09-01,4,684,6,12,13717.4,83.48924731182797
20,771996,2017-09-01,2017-09-01,2017-09-01,4,745,6,12,5416.8,73.17032258064516
21,772570,2017-09-01,2017-09-01,2017-09-01,4,1306,6,12,10101.74,77.18595698924732
22,772648,2017-09-01,2017-09-01,2017-09-01,4,615,6,12,12130.73,78.59347311827958
23,772577,2017-09-01,2017-09-01,2017-09-01,4,498,6,12,7314.51,73.3528064516129
24,772556,2017-09-01,2017-09-01,2017-09-01,4,808,6,12,10967.76,76.81651612903225
25,772598,2017-09-01,2017-09-01,2017-09-01,4,419,6,12,15032.04,80.47445161290322
26,772562,2017-09-01,2017-09-01,2017-09-01,4,932,6,12,9301.41,71.80409677419355
27,771995,2017-09-01,2017-09-01,2017-09-01,4,745,6,12,10326.52,72.75152688172042
28,772578,2017-09-01,2017-09-01,2017-09-01,4,37,6,12,9311.72,71.13389247311828
29,772554,2017-09-01,2017-09-01,2017-09-01,4,1305,6,12,10550.62,71.7228172043011
30,772591,2017-09-01,2017-09-01,2017-09-01,4,676,6,12,11874.04,71.65939784946237
31,772199,2017-09-01,2017-09-01,2017-09-01,4,745,6,12,3859.2,62.1741935483871
32,772581,2017-09-01,2017-09-01,2017-09-01,4,1303,6,12,7926.18,66.39245161290323
33,772647,2017-09-01,2017-09-01,2017-09-01,4,178,6,12,7491.86,65.30608602150538
34,772576,2017-09-01,2017-09-01,2017-09-01,4,1485,6,12,13507.26,71.4645806451613
35,772583,2017-09-01,2017-09-01,2017-09-01,4,1306,6,12,8476.13,64.50637634408602
36,772571,2017-09-01,2017-09-01,2017-09-01,4,312,6,12,10836.37,65.7126559139785
37,772602,2017-09-01,2017-09-01,2017-09-01,4,728,6,12,7217.67,61.14029032258065
38,772580,2017-09-01,2017-09-01,2017-09-01,4,129,6,12,6811.28,59.92911827956989
39,772617,2017-09-01,2017-09-01,2017-09-01,4,234,6,12,4023.4,56.43591397849463
40,771994,2017-09-01,2017-09-01,2017-09-01,4,745,6,12,2144.0,53.3931182795699
41,772632,2017-09-01,2017-09-01,2017-09-01,4,897,6,12,2728.49,53.773860215053766
42,772568,2017-09-01,2017-09-01,2017-09-01,4,312,6,12,6436.15,57.29607526881721
43,772644,2017-09-01,2017-09-01,2017-09-01,4,932,6,12,2601.78,53.14212903225806
44,772587,2017-09-01,2017-09-01,2017-09-01,4,164,6,12,3873.6,54.41677419354839
45,772616,2017-09-01,2017-09-01,2017-09-01,4,870,6,12,3027.91,53.197752688172045
46,772582,2017-09-01,2017-09-01,2017-09-02,5,1306,1,2,2110.92,59.13978494623656
47,772574,2017-09-01,2017-09-01,2017-09-02,5,1306,1,2,3187.6,59.13978494623656
48,772599,2017-09-01,2017-09-01,2017-09-02,5,686,1,2,3123.62,59.13978494623656
49,772633,2017-09-01,2017-09-01,2017-09-02,5,897,1,2,2490.34,59.13978494623656
50,772624,2017-09-01,2017-09-01,2017-09-02,5,891,1,2,3857.4,59.13978494623656
51,772605,2017-09-01,2017-09-01,2017-09-02,5,89,1,2,2814.38,59.13978494623656
52,772615,2017-09-01,2017-09-01,2017-09-02,5,82,1,2,2441.89,59.13978494623656
53,772634,2017-09-01,2017-09-01,2017-09-02,5,897,1,2,1452.6,59.13978494623656
54,772584,2017-09-01,2017-09-01,2017-09-02,5,129,1,2,2253.64,59.13978494623656
55,772561,2017-09-01,2017-09-01,2017-09-02,5,8,1,2,1524.65,59.13978494623656
56,772579,2017-09-01,2017-09-01,2017-09-02,5,129,1,2,1510.44,59.13978494623656
57,772612,2017-09-01,2017-09-01,2017-09-02,5,154,1,2,2707.48,59.13978494623656
58,772607,2017-09-01,2017-09-01,2017-09-02,5,1152,1,2,1247.4,59.13978494623656
59,772557,2017-09-01,2017-09-01,2017-09-02,5,808,1,2,1660.55,59.13978494623656
60,772613,2017-09-01,2017-09-01,2017-09-02,5,1634,1,2,2288.34,59.13978494623656
61,772646,2017-09-01,2017-09-01,2017-09-02,5,1637,1,2,2155.55,59.13978494623656
62,772606,2017-09-01,2017-09-01,2017-09-02,5,183,1,2,2237.19,59.13978494623656
63,772608,2017-09-01,2017-09-01,2017-09-02,5,307,1,2,1249.83,59.13978494623656
64,772603,2017-09-01,2017-09-01,2017-09-02,5,1465,1,2,2208.83,59.13978494623656
65,772601,2017-09-01,2017-09-01,2017-09-02,5,227,1,2,1372.53,59.13978494623656
66,772626,2017-09-01,2017-09-01,2017-09-02,5,932,1,2,1192.06,59.13978494623656
67,772572,2017-09-01,2017-09-01,2017-09-02,5,164,1,2,1246.0,59.13978494623656
68,772567,2017-09-01,2017-09-01,2017-09-02,5,957,1,2,1518.83,59.13978494623656
69,772623,2017-09-01,2017-09-01,2017-09-02,5,419,1,2,1801.95,59.13978494623656
70,772565,2017-09-01,2017-09-01,2017-09-02,5,957,1,2,1415.83,59.13978494623656
71,772614,2017-09-01,2017-09-01,2017-09-02,5,213,1,2,1254.3,59.13978494623656
72,772594,2017-09-01,2017-09-01,2017-09-02,5,615,1,2,1253.81,59.13978494623656
73,772620,2017-09-01,2017-09-01,2017-09-02,5,470,1,2,2032.88,59.13978494623656
74,772861,2017-09-01,2017-09-01,2017-09-02,5,183,1,2,3158.71,59.13978494623656
75,772675,2017-09-01,2017-09-01,2017-09-02,5,1628,1,2,272.58,59.13978494623656
76,772676,2017-09-01,2017-09-01,2017-09-02,5,1628,1,2,160.0,59.13978494623656
77,768925,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
78,768926,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
79,768927,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
80,768928,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
81,768929,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
82,768930,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
83,768931,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
84,768932,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
85,768934,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,3398.4,59.13978494623656
86,768960,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
87,768967,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
88,768969,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
89,768970,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
90,768976,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
91,768977,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
92,768978,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
93,768979,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
94,768980,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
95,768981,2017-09-01,2017-09-01,2017-09-02,5,1506,1,2,2124.0,59.13978494623656
